HEROP_ID,RspRt
050US21007,94.700000000000003
050US21017,96.500000000000000
050US21031,97.500000000000000
050US21065,96.400000000000006
050US21069,97.599999999999994
050US21093,94.000000000000000
050US21099,93.900000000000006
050US21131,97.299999999999997
050US21151,95.599999999999994
050US21155,97.299999999999997
050US21179,96.900000000000006
050US17091,97.500000000000000
050US17187,96.299999999999997
050US17197,97.599999999999994
050US18027,96.500000000000000
050US18061,98.700000000000003
050US01001,95.000000000000000
050US01005,96.700000000000003
050US01023,97.200000000000003
050US01035,99.099999999999994
050US01051,96.099999999999994
050US01055,97.400000000000006
050US01065,92.099999999999994
050US01089,94.500000000000000
050US01113,90.500000000000000
050US01117,94.500000000000000
050US02016,96.299999999999997
050US02130,89.599999999999994
050US02180,92.500000000000000
050US02282,92.799999999999997
050US05011,93.599999999999994
050US05015,96.099999999999994
050US05019,97.500000000000000
050US05025,96.900000000000006
050US05063,98.200000000000003
050US05067,97.000000000000000
050US05121,97.700000000000003
050US06001,95.099999999999994
050US06003,99.099999999999994
050US06005,95.400000000000006
050US06013,92.799999999999997
050US06019,94.700000000000003
050US06023,91.900000000000006
050US06033,91.700000000000003
050US06037,94.799999999999997
050US06047,96.799999999999997
050US06057,94.099999999999994
050US06081,93.400000000000006
050US06085,95.599999999999994
050US06115,94.299999999999997
050US08013,96.200000000000003
050US08029,97.000000000000000
050US08049,97.900000000000006
050US08077,96.500000000000000
050US08083,94.599999999999994
050US08091,97.900000000000006
050US09009,96.400000000000006
050US11001,89.500000000000000
050US12009,96.299999999999997
050US12023,95.400000000000006
050US12039,93.599999999999994
050US12055,96.599999999999994
050US12065,94.599999999999994
050US12073,94.500000000000000
050US12095,92.900000000000006
050US12107,97.700000000000003
050US12123,92.500000000000000
050US12127,97.599999999999994
050US12131,97.299999999999997
050US12133,99.099999999999994
050US13009,95.299999999999997
050US13027,97.000000000000000
050US13103,94.500000000000000
050US13121,91.200000000000003
050US13141,96.000000000000000
050US13149,94.799999999999997
050US13179,93.900000000000006
050US13183,92.500000000000000
050US13189,94.000000000000000
050US13209,98.200000000000003
050US13229,96.799999999999997
050US13267,97.799999999999997
050US13271,94.500000000000000
050US13291,94.099999999999994
050US13305,95.299999999999997
050US13319,96.400000000000006
050US15007,92.700000000000003
050US16015,95.000000000000000
050US16023,91.400000000000006
050US16025,99.400000000000006
050US16027,93.400000000000006
